Sequence,Station Types,Station Quantity,Maximum Distance,Minimum Points,Name,Algorithm,Metric,Method,Seed,Generated Cluster Count,Valid Cluster Count,Clustered Station Count,Unclsutered Noise Count,Average Node Degree,Invalid Degree Mean Absolute Error,Silhouette Coefficient,Calinski Harabaz score,Davies Bouldin score,Dunn Index,Modularity,Conductance Average,Coverage Score,Performance Score
0,['HN' 'LN'],284,10.0,2,DBSCAN,auto,haversine,None,None,12,12,119,165,12.9411764706,0.0,-0.132049966865,8.45843894906,2.17460346454,0.00726937971574,0.538614956425,0.0,0.992268041237,0.972477977405
1,['HN' 'LN'],284,20.0,2,DBSCAN,auto,haversine,None,None,14,14,131,153,24.3053435115,0.0,-0.0867786137734,7.91896622672,2.43407828591,0.00831102648227,0.486373253256,0.337139428456,0.948640483384,0.983526601304
2,['HN' 'LN'],284,30.0,2,DBSCAN,auto,haversine,None,None,21,21,194,90,20.8711340206,0.0,-0.0395374348676,10.1192204487,3.74767325505,0.0153715831539,0.531269880699,0.115442179735,0.981012658228,0.949036978052
3,['HN' 'LN'],284,40.0,2,DBSCAN,auto,haversine,None,None,13,13,234,50,21.0,0.0,-0.322012972525,27.7832100803,1.28291472742,0.0199946940067,0.506241785794,0.12419988969,0.981101728991,0.815184392575
4,['HN' 'LN'],284,50.0,2,DBSCAN,auto,haversine,None,None,10,10,267,17,22.265917603,0.0,-0.254165542071,12.379478421,1.56308827785,0.0306895239066,0.0283690488634,0.1101561485,0.991292699263,0.375727865426
5,['HN' 'LN'],284,10.0,3,DBSCAN,auto,haversine,None,None,9,9,113,171,13.5752212389,0.0,-0.115505142462,9.7263490944,2.94477393244,0.00726937971574,0.534751468009,0.0,0.988402061856,0.972403324541
6,['HN' 'LN'],284,20.0,3,DBSCAN,auto,haversine,None,None,10,8,119,165,26.6638655462,5.0,-0.0869853090902,9.61071107828,3.39143586968,0.00831102648227,0.483957795201,0.256998650801,0.946223564955,0.983427064152
7,['HN' 'LN'],284,30.0,3,DBSCAN,auto,haversine,None,None,11,11,174,110,23.1379310345,6.0,-0.00782277914328,14.1846185085,4.51742648423,0.0165117740634,0.526402990721,0.112145564326,0.976144109056,0.948788135171
8,['HN' 'LN'],284,40.0,3,DBSCAN,auto,haversine,None,None,8,8,224,60,21.8883928571,4.0,-0.0934430044129,30.5508253337,1.49806027714,0.0193597402944,0.504231816463,0.133918246352,0.979091274628,0.815059971134
9,['HN' 'LN'],284,50.0,3,DBSCAN,auto,haversine,None,None,6,6,259,25,22.9189189189,5.0,-0.0219459658533,13.456910503,2.21093705347,0.0306895239066,0.0270297445233,0.106751406378,0.989953114534,0.375628328274
10,['HN' 'LN'],284,10.0,4,DBSCAN,auto,haversine,None,None,5,5,99,185,15.2424242424,0.0,-0.00738834152714,15.3187890858,1.20087845937,0.00521284207024,0.520204226007,0.000308023646359,0.971649484536,0.97446872045
11,['HN' 'LN'],284,20.0,4,DBSCAN,auto,haversine,None,None,6,5,110,174,28.6181818182,6.11111111111,-0.0840493424973,15.5242288071,1.18432395781,0.00831102648227,0.479134911145,0.00909845744245,0.941389728097,0.983227989847
12,['HN' 'LN'],284,30.0,4,DBSCAN,auto,haversine,None,None,9,9,168,116,23.9047619048,6.08333333333,-0.00767135596955,15.791014395,4.17168934381,0.0165117740634,0.52397073087,0.137066800843,0.973709834469,0.948688598019
13,['HN' 'LN'],284,40.0,4,DBSCAN,auto,haversine,None,None,6,5,205,79,23.7707317073,6.95454545455,-0.0655612020977,29.4255335735,1.57070009771,0.0196365876171,0.502397185914,0.10279801163,0.973864093285,0.835987657393
14,['HN' 'LN'],284,50.0,4,DBSCAN,auto,haversine,None,None,4,3,248,36,23.8709677419,6.54166666667,0.0830471200028,14.2875350745,2.3683101677,0.033222947144,0.0256656538282,0.10245119225,0.987273945077,0.387099985069
15,['HN' 'LN'],284,10.0,5,DBSCAN,auto,haversine,None,None,5,5,99,185,15.2424242424,0.0,-0.00738834152714,15.3187890858,1.20087845937,0.00521284207024,0.520204226007,0.000308023646359,0.971649484536,0.97446872045
16,['HN' 'LN'],284,20.0,5,DBSCAN,auto,haversine,None,None,5,5,110,174,28.5454545455,8.93333333333,0.00291791115585,17.5871145918,1.21250803772,0.00831102648227,0.477326055805,0.00909845744245,0.939577039275,0.983153336983
17,['HN' 'LN'],284,30.0,5,DBSCAN,auto,haversine,None,None,7,7,157,127,25.3503184713,10.0825396825,-0.0178197544036,19.0705744122,2.14644575837,0.0132862859634,0.517278016438,0.0575046884593,0.965920155794,0.951077489673
18,['HN' 'LN'],284,40.0,5,DBSCAN,auto,haversine,None,None,7,6,197,87,24.6395939086,13.3685897436,-0.0465476086911,25.5095629595,1.60383470527,0.0168883069284,0.520897084623,0.121610216862,0.968636911942,0.889264918131
19,['HN' 'LN'],284,50.0,5,DBSCAN,auto,haversine,None,None,4,4,240,44,24.5666666667,9.5,0.0562415811445,28.9454548508,2.29175435381,0.0204744830342,0.0514511457577,0.134124218751,0.98158070998,0.521947942069
20,['HN' 'LN'],284,10.0,2,HDBSCAN,best,haversine,eom,None,30,30,192,92,8.04166666667,0.0,0.0239841617273,13.0899339698,2.58742545013,0.00726937971574,0.541190615368,0.0,0.994845360825,0.968023689842
21,['HN' 'LN'],284,20.0,2,HDBSCAN,best,haversine,eom,None,14,14,131,153,24.3053435115,0.0,-0.0867786137734,7.91896622672,2.43407828591,0.00831102648227,0.486373253256,0.337139428456,0.948640483384,0.983526601304
22,['HN' 'LN'],284,30.0,2,HDBSCAN,best,haversine,eom,None,21,21,194,90,20.8711340206,0.0,-0.0395374348676,10.1192204487,3.74767325505,0.0153715831539,0.531269880699,0.115442179735,0.981012658228,0.949036978052
23,['HN' 'LN'],284,40.0,2,HDBSCAN,best,haversine,eom,None,13,13,234,50,21.0,0.0,-0.322012972525,27.7832100803,1.28291472742,0.0199946940067,0.506241785794,0.12419988969,0.981101728991,0.815184392575
24,['HN' 'LN'],284,50.0,2,HDBSCAN,best,haversine,eom,None,10,10,267,17,22.265917603,0.0,-0.254165542071,12.379478421,1.56308827785,0.0306895239066,0.0283690488634,0.1101561485,0.991292699263,0.375727865426
25,['HN' 'LN'],284,10.0,3,HDBSCAN,best,haversine,eom,None,22,22,202,82,7.65841584158,4.0,0.0334727476492,23.4328189788,1.34493475978,0.00536643352532,0.54149368291,0.0,0.996134020619,0.963146369382
26,['HN' 'LN'],284,20.0,3,HDBSCAN,best,haversine,eom,None,9,9,125,159,25.4,4.0,-0.0625788776,10.7112847611,3.53831189717,0.00831102648227,0.48396838291,0.292492105649,0.946827794562,0.98126213109
27,['HN' 'LN'],284,30.0,3,HDBSCAN,best,haversine,eom,None,12,11,176,108,22.8977272727,7.0,0.00608967936009,13.2614918582,5.31113029223,0.0118082603092,0.527148087329,0.115917934392,0.976630963973,0.949609316677
28,['HN' 'LN'],284,40.0,3,HDBSCAN,best,haversine,eom,None,8,8,220,64,22.2590909091,4.0,-0.0844581088533,28.9210724456,1.48576495642,0.0193172540427,0.504190427133,0.133894750448,0.97788500201,0.824615537749
29,['HN' 'LN'],284,50.0,3,HDBSCAN,best,haversine,eom,None,6,6,258,26,23.003875969,5.0,-0.0162195279305,13.6652906641,2.1216514342,0.0306895239066,0.0270234077403,0.107923994623,0.989618218352,0.38145125168
30,['HN' 'LN'],284,10.0,4,HDBSCAN,best,haversine,eom,None,15,15,180,104,8.6,9.0,0.00325257382647,14.8709917749,2.1761185361,0.0083764852771,0.540512242268,0.0,0.996134020619,0.958119743194
31,['HN' 'LN'],284,20.0,4,HDBSCAN,best,haversine,eom,None,7,6,116,168,27.224137931,8.37777777778,-0.0719737548219,13.4971496388,1.84639405542,0.00831102648227,0.479503838045,0.103788056162,0.943202416918,0.980714676753
32,['HN' 'LN'],284,30.0,4,HDBSCAN,best,haversine,eom,None,10,9,168,116,23.9285714286,8.18333333333,-0.00587123722491,14.7401873361,4.6516756235,0.0118082603092,0.524236794475,0.142065637226,0.973709834469,0.949932812422
33,['HN' 'LN'],284,40.0,4,HDBSCAN,best,haversine,eom,None,5,4,198,86,24.5151515152,6.14513556619,-0.0802192855776,30.2159082019,1.98095812517,0.0154167250363,0.499907116523,0.071740807267,0.96984318456,0.843179216643
34,['HN' 'LN'],284,50.0,4,HDBSCAN,best,haversine,eom,None,2,2,253,31,23.3992094862,3.38775510204,0.0617736574519,17.7054507784,2.98034907495,0.0276379775426,0.0204076379658,0.204368554016,0.987273945077,0.333797840044
35,['HN' 'LN'],284,10.0,5,HDBSCAN,best,haversine,eom,None,12,12,185,99,8.35675675676,14.8,-0.0138781831954,21.7877642517,2.2396909478,0.00536643352532,0.538754450526,0.0833333333333,0.994845360825,0.953341959887
36,['HN' 'LN'],284,20.0,5,HDBSCAN,best,haversine,eom,None,7,5,110,174,28.6636363636,14.1,-0.0790495217565,13.3241402572,1.82386912171,0.00831102648227,0.479882805013,0.00877581695889,0.942598187311,0.98268053551
37,['HN' 'LN'],284,30.0,5,HDBSCAN,best,haversine,eom,None,8,8,162,122,24.6358024691,10.9238095238,-0.0242569153306,17.1354445972,3.39390928274,0.0132862859634,0.518257651966,0.126184669945,0.966893865628,0.950953068233
38,['HN' 'LN'],284,40.0,5,HDBSCAN,best,haversine,eom,None,7,7,196,88,24.7193877551,13.5197368421,-0.0316722870237,27.6978872242,1.50491265971,0.0149598085987,0.521757368311,0.161441522841,0.965420184962,0.905116209625
39,['HN' 'LN'],284,50.0,5,HDBSCAN,best,haversine,eom,None,4,4,224,60,26.1205357143,9.88888888889,0.0848684362941,23.4365828615,2.38887183262,0.0100294643704,0.0520890298957,0.132298053675,0.972203616879,0.582317224904
40,['HN' 'LN'],284,10.0,2,HDBSCAN,best,haversine,leaf,None,30,30,186,98,8.27956989247,0.0,-0.0109166187016,11.1860197825,2.07021747816,0.00726937971574,0.538617447391,0.0,0.992268041237,0.968421838451
41,['HN' 'LN'],284,20.0,2,HDBSCAN,best,haversine,leaf,None,14,14,131,153,24.3053435115,0.0,-0.0867786137734,7.91896622672,2.43407828591,0.00831102648227,0.486373253256,0.337139428456,0.948640483384,0.983526601304
42,['HN' 'LN'],284,30.0,2,HDBSCAN,best,haversine,leaf,None,21,21,194,90,20.8711340206,0.0,-0.0395374348676,10.1192204487,3.74767325505,0.0153715831539,0.531269880699,0.115442179735,0.981012658228,0.949036978052
43,['HN' 'LN'],284,40.0,2,HDBSCAN,best,haversine,leaf,None,13,13,234,50,21.0,0.0,-0.322012972525,27.7832100803,1.28291472742,0.0199946940067,0.506241785794,0.12419988969,0.981101728991,0.815184392575
44,['HN' 'LN'],284,50.0,2,HDBSCAN,best,haversine,leaf,None,10,10,267,17,22.265917603,0.0,-0.254165542071,12.379478421,1.56308827785,0.0306895239066,0.0283690488634,0.1101561485,0.991292699263,0.375727865426
45,['HN' 'LN'],284,10.0,3,HDBSCAN,best,haversine,leaf,None,23,23,197,87,7.85279187817,4.0,0.0304520145348,22.2596930232,1.32195198472,0.00536643352532,0.541497004198,0.0,0.996134020619,0.964788732394
46,['HN' 'LN'],284,20.0,3,HDBSCAN,best,haversine,leaf,None,9,8,121,163,26.2231404959,4.0,-0.0753181081003,10.6934627136,3.47798070094,0.00831102648227,0.483365796223,0.257213853888,0.946223564955,0.981336783955
47,['HN' 'LN'],284,30.0,3,HDBSCAN,best,haversine,leaf,None,12,11,176,108,22.8977272727,7.0,0.00608967936009,13.2614918582,5.31113029223,0.0118082603092,0.527148087329,0.115917934392,0.976630963973,0.949609316677
48,['HN' 'LN'],284,40.0,3,HDBSCAN,best,haversine,leaf,None,8,8,220,64,22.2590909091,4.0,-0.0844581088533,28.9210724456,1.48576495642,0.0193172540427,0.504190427133,0.133894750448,0.97788500201,0.824615537749
49,['HN' 'LN'],284,50.0,3,HDBSCAN,best,haversine,leaf,None,6,6,258,26,23.003875969,5.0,-0.0162195279305,13.6652906641,2.1216514342,0.0306895239066,0.0270234077403,0.107923994623,0.989618218352,0.38145125168
50,['HN' 'LN'],284,10.0,4,HDBSCAN,best,haversine,leaf,None,15,15,180,104,8.6,9.0,0.00325257382647,14.8709917749,2.1761185361,0.0083764852771,0.540512242268,0.0,0.996134020619,0.958119743194
51,['HN' 'LN'],284,20.0,4,HDBSCAN,best,haversine,leaf,None,7,6,116,168,27.224137931,8.37777777778,-0.0719737548219,13.4971496388,1.84639405542,0.00831102648227,0.479503838045,0.103788056162,0.943202416918,0.980714676753
52,['HN' 'LN'],284,30.0,4,HDBSCAN,best,haversine,leaf,None,10,9,168,116,23.9285714286,8.18333333333,-0.00587123722491,14.7401873361,4.6516756235,0.0118082603092,0.524236794475,0.142065637226,0.973709834469,0.949932812422
53,['HN' 'LN'],284,40.0,4,HDBSCAN,best,haversine,leaf,None,5,4,198,86,24.5151515152,6.14513556619,-0.0802192855776,30.2159082019,1.98095812517,0.0154167250363,0.499907116523,0.071740807267,0.96984318456,0.843179216643
54,['HN' 'LN'],284,50.0,4,HDBSCAN,best,haversine,leaf,None,2,2,253,31,23.3992094862,3.38775510204,0.0617736574519,17.7054507784,2.98034907495,0.0276379775426,0.0204076379658,0.204368554016,0.987273945077,0.333797840044
55,['HN' 'LN'],284,10.0,5,HDBSCAN,best,haversine,leaf,None,12,12,185,99,8.35675675676,14.8,-0.0138781831954,21.7877642517,2.2396909478,0.00536643352532,0.538754450526,0.0833333333333,0.994845360825,0.953341959887
56,['HN' 'LN'],284,20.0,5,HDBSCAN,best,haversine,leaf,None,7,5,110,174,28.6636363636,14.1,-0.0790495217565,13.3241402572,1.82386912171,0.00831102648227,0.479882805013,0.00877581695889,0.942598187311,0.98268053551
57,['HN' 'LN'],284,30.0,5,HDBSCAN,best,haversine,leaf,None,8,8,162,122,24.6358024691,10.9238095238,-0.0242569153306,17.1354445972,3.39390928274,0.0132862859634,0.518257651966,0.126184669945,0.966893865628,0.950953068233
58,['HN' 'LN'],284,40.0,5,HDBSCAN,best,haversine,leaf,None,7,7,196,88,24.7193877551,13.5197368421,-0.0316722870237,27.6978872242,1.50491265971,0.0149598085987,0.521757368311,0.161441522841,0.965420184962,0.905116209625
59,['HN' 'LN'],284,50.0,5,HDBSCAN,best,haversine,leaf,None,4,4,224,60,26.1205357143,9.88888888889,0.0848684362941,23.4365828615,2.38887183262,0.0100294643704,0.0520890298957,0.132298053675,0.972203616879,0.582317224904
60,['HN' 'LN'],284,10.0,2,OPTICS,auto,haversine,xi,None,19,19,57,227,12.3684210526,0.0,-0.487539416403,2.59953545645,1.80872210068,0.000393752782259,0.0586680638219,0.571145487925,0.0876288659794,0.982357039765
61,['HN' 'LN'],284,20.0,2,OPTICS,auto,haversine,xi,None,38,38,101,183,22.7722772277,0.0,-0.292057134804,2.10617113926,1.73440099146,0.000393752782259,0.030777922801,0.822767037627,0.0610271903323,0.961329816354
62,['HN' 'LN'],284,30.0,2,OPTICS,auto,haversine,xi,None,55,55,147,137,19.2857142857,0.0,-0.16153707329,2.45912583196,2.58490612822,0.000406666942625,0.0445316996119,0.696776947318,0.0691333982473,0.952222166924
63,['HN' 'LN'],284,40.0,2,OPTICS,auto,haversine,xi,None,65,65,176,108,19.4488636364,0.0,-0.0883428732529,3.6930391754,2.3704950768,0.000406666942625,0.0508108994273,0.757045853056,0.0711700844391,0.942243567412
64,['HN' 'LN'],284,50.0,2,OPTICS,auto,haversine,xi,None,72,72,202,82,20.3366336634,0.0,-0.0489718425838,6.99426143955,2.14928262691,0.000430020926583,0.0544032455096,0.772766555472,0.0720026791695,0.930647489175
65,['HN' 'LN'],284,10.0,3,OPTICS,auto,haversine,xi,None,16,16,70,214,12.6857142857,0.0,-0.36335868041,3.9545021933,1.87248587358,0.000244734071176,0.136131297162,0.562914787193,0.176546391753,0.984049171353
66,['HN' 'LN'],284,20.0,3,OPTICS,auto,haversine,xi,None,17,16,86,198,27.0,2.0,-0.30251899788,4.42032274003,2.19114952213,0.000244734071176,0.107712598461,0.716691853371,0.169788519637,0.965734335341
67,['HN' 'LN'],284,30.0,3,OPTICS,auto,haversine,xi,None,22,22,115,169,23.5391304348,7.0,-0.247074327636,4.8407143725,2.19757836098,0.000244734071176,0.10523188895,0.558185409474,0.15676728335,0.956328074454
68,['HN' 'LN'],284,40.0,3,OPTICS,auto,haversine,xi,None,27,27,139,145,22.2086330935,8.0,-0.190184932328,5.97103531368,1.83708425488,0.000244734071176,0.105573833148,0.610843703524,0.148773622839,0.94662320211
69,['HN' 'LN'],284,50.0,3,OPTICS,auto,haversine,xi,None,32,32,168,116,21.1488095238,13.0,-0.131106788073,12.0803420096,1.45422082919,0.000244734071176,0.108190365039,0.573402561448,0.145010046885,0.935126661026
70,['HN' 'LN'],284,10.0,4,OPTICS,auto,haversine,xi,None,8,8,51,233,13.8235294118,0.0,-0.338274302093,6.95838839629,1.3536073112,0.000566287424054,0.160345978584,0.508846496663,0.216494845361,0.984795699995
71,['HN' 'LN'],284,20.0,4,OPTICS,auto,haversine,xi,None,8,8,53,231,25.4716981132,2.0,-0.340806704696,7.48985653006,1.33562388396,0.000566287424054,0.068379806683,0.584461077435,0.108157099698,0.963196137958
72,['HN' 'LN'],284,30.0,4,OPTICS,auto,haversine,xi,None,13,13,78,206,20.858974359,4.33333333333,-0.357046740068,6.25780247483,2.4534770714,0.000566287424054,0.0752181366019,0.527646229873,0.108568646543,0.95406360424
73,['HN' 'LN'],284,40.0,4,OPTICS,auto,haversine,xi,None,14,14,86,198,21.7093023256,6.8,-0.331509371879,6.71458256481,2.23299384495,0.000566287424054,0.0701541057326,0.610273423086,0.0985122637716,0.943836161847
74,['HN' 'LN'],284,50.0,4,OPTICS,auto,haversine,xi,None,18,18,113,171,20.8495575221,14.6666666667,-0.285221621228,9.81427559649,1.6773468683,0.000566287424054,0.0767051329962,0.593763478382,0.102478231748,0.932190315035
75,['HN' 'LN'],284,10.0,5,OPTICS,auto,haversine,xi,None,7,7,65,219,17.1230769231,0.0,-0.271571010343,8.60655008917,1.28477834989,0.000244734071176,0.316326954246,0.366664758347,0.476804123711,0.98922510327
76,['HN' 'LN'],284,20.0,5,OPTICS,auto,haversine,xi,None,7,7,67,217,29.7611940299,4.0,-0.274095853063,9.27278299906,1.27073695988,0.000244734071176,0.120813975776,0.492247407194,0.244712990937,0.96881998706
77,['HN' 'LN'],284,30.0,5,OPTICS,auto,haversine,xi,None,10,10,85,199,27.1647058824,7.8,-0.305016039676,8.02239925109,1.39134266896,0.000244734071176,0.122026842914,0.478158511319,0.219084712756,0.95983675907
78,['HN' 'LN'],284,40.0,5,OPTICS,auto,haversine,xi,None,13,13,112,172,23.8660714286,15.5833333333,-0.243173729177,7.98417422357,2.62369629264,0.000244734071176,0.1316403804,0.49704939979,0.208283071974,0.94983327527
79,['HN' 'LN'],284,50.0,5,OPTICS,auto,haversine,xi,None,14,14,135,149,23.2814814815,17.9166666667,-0.195830854481,11.6648971214,2.16121421031,0.000244734071176,0.136730058424,0.516985554969,0.19624916276,0.937042751207
80,['HN' 'LN'],284,10.0,2,OPTICS,auto,haversine,dbscan,None,10,10,112,172,13.625,0.0,-0.13047655559,9.21407619431,1.5606832127,0.00726937971574,0.529617586885,0.0,0.98324742268,0.972328671677
81,['HN' 'LN'],284,20.0,2,OPTICS,auto,haversine,dbscan,None,14,14,131,153,24.3053435115,0.0,-0.0867786137734,7.91896622672,2.43407828591,0.00831102648227,0.486373253256,0.337139428456,0.948640483384,0.983526601304
82,['HN' 'LN'],284,30.0,2,OPTICS,auto,haversine,dbscan,None,21,21,194,90,20.8711340206,0.0,-0.0395374348676,10.1192204487,3.74767325505,0.0153715831539,0.531269880699,0.115442179735,0.981012658228,0.949036978052
83,['HN' 'LN'],284,40.0,2,OPTICS,auto,haversine,dbscan,None,13,13,234,50,21.0,0.0,-0.322012972525,27.7832100803,1.28291472742,0.0199946940067,0.506241785794,0.12419988969,0.981101728991,0.815184392575
84,['HN' 'LN'],284,50.0,2,OPTICS,auto,haversine,dbscan,None,10,10,267,17,22.265917603,0.0,-0.254165542071,12.379478421,1.56308827785,0.0306895239066,0.0283690488634,0.1101561485,0.991292699263,0.375727865426
85,['HN' 'LN'],284,10.0,3,OPTICS,auto,haversine,dbscan,None,8,8,110,174,13.9090909091,0.0,-0.0754988251087,10.6985546611,2.86931410406,0.00726937971574,0.532178300032,0.0,0.985824742268,0.972378440253
86,['HN' 'LN'],284,20.0,3,OPTICS,auto,haversine,dbscan,None,9,8,119,165,26.6386554622,4.0,-0.0750340536423,10.6595612097,3.3225411051,0.00831102648227,0.483353930687,0.256998650801,0.945619335347,0.983402179864
87,['HN' 'LN'],284,30.0,3,OPTICS,auto,haversine,dbscan,None,11,11,174,110,23.1379310345,6.0,-0.00782277914328,14.1846185085,4.51742648423,0.0165117740634,0.526402990721,0.112145564326,0.976144109056,0.948788135171
88,['HN' 'LN'],284,40.0,3,OPTICS,auto,haversine,dbscan,None,7,7,220,64,22.2590909091,3.0,-0.102945185015,29.5541315884,1.51885433899,0.0193597402944,0.503026594746,0.153049424402,0.97788500201,0.815059971134
89,['HN' 'LN'],284,50.0,3,OPTICS,auto,haversine,dbscan,None,6,6,259,25,22.9189189189,5.0,-0.0219459658533,13.456910503,2.21093705347,0.0306895239066,0.0270297445233,0.106751406378,0.989953114534,0.375628328274
90,['HN' 'LN'],284,10.0,4,OPTICS,auto,haversine,dbscan,None,5,5,99,185,15.2424242424,0.0,-0.00738834152714,15.3187890858,1.20087845937,0.00521284207024,0.520204226007,0.000308023646359,0.971649484536,0.97446872045
91,['HN' 'LN'],284,20.0,4,OPTICS,auto,haversine,dbscan,None,5,5,110,174,28.5454545455,5.11111111111,0.00291791115585,17.5871145918,1.21250803772,0.00831102648227,0.477326055805,0.00909845744245,0.939577039275,0.983153336983
92,['HN' 'LN'],284,30.0,4,OPTICS,auto,haversine,dbscan,None,9,9,168,116,23.9047619048,6.08333333333,-0.00767135596955,15.791014395,4.17168934381,0.0165117740634,0.52397073087,0.137066800843,0.973709834469,0.948688598019
93,['HN' 'LN'],284,40.0,4,OPTICS,auto,haversine,dbscan,None,4,4,201,83,24.144278607,4.45454545455,-0.0236132849023,36.5963494022,1.93895500222,0.0196365876171,0.499588127665,0.0707019093755,0.971049457177,0.835863235953
94,['HN' 'LN'],284,50.0,4,OPTICS,auto,haversine,dbscan,None,3,2,242,42,24.4049586777,3.375,0.104479949278,12.6739511273,2.32661468915,0.0304018708401,0.0226636448997,0.224338742623,0.984259879437,0.38722440651
95,['HN' 'LN'],284,10.0,5,OPTICS,auto,haversine,dbscan,None,5,5,99,185,15.2424242424,0.0,-0.00738834152714,15.3187890858,1.20087845937,0.00521284207024,0.520204226007,0.000308023646359,0.971649484536,0.97446872045
96,['HN' 'LN'],284,20.0,5,OPTICS,auto,haversine,dbscan,None,5,5,110,174,28.5454545455,8.93333333333,0.00291791115585,17.5871145918,1.21250803772,0.00831102648227,0.477326055805,0.00909845744245,0.939577039275,0.983153336983
97,['HN' 'LN'],284,30.0,5,OPTICS,auto,haversine,dbscan,None,7,7,156,128,25.4935897436,10.0825396825,-0.0206432029868,18.5751386416,2.13732526614,0.0126053491609,0.516312128518,0.0693686184274,0.964946445959,0.951127258249
98,['HN' 'LN'],284,40.0,5,OPTICS,auto,haversine,dbscan,None,6,6,195,89,24.8153846154,11.3435897436,-0.0399959548254,27.8042301212,1.65657268823,0.0148834414607,0.518106215044,0.136357075001,0.965822275834,0.889563529587
99,['HN' 'LN'],284,50.0,5,OPTICS,auto,haversine,dbscan,None,4,4,238,46,24.756302521,6.5,0.0477251195283,26.268491972,2.32011886181,0.0204744830342,0.0504565512019,0.169455195875,0.980576021433,0.522171900662
100,['HN' 'LN'],284,10.0,2,AFFINITYPROPAGATION,None,precomputed,None,None,2,2,274,10,5.66423357664,0.0,0.0159136062446,212.001335982,2.01930863473,0.0126960319929,0.478743755978,0.0,1.0,0.555566615239
101,['HN' 'LN'],284,20.0,2,AFFINITYPROPAGATION,None,precomputed,None,None,2,2,131,153,24.3053435115,0.0,0.0546491840608,38.0346154813,1.84963816883,0.00831102648227,0.445614406586,0.0318908914905,0.948640483384,0.927935101777
102,['HN' 'LN'],284,30.0,2,AFFINITYPROPAGATION,None,precomputed,None,None,2,2,194,90,20.8711340206,0.0,0.0688041545786,63.698787828,2.36777595755,0.0118086255579,0.47660690566,0.0136573994629,0.979065238559,0.817025829891
103,['HN' 'LN'],284,40.0,2,AFFINITYPROPAGATION,None,precomputed,None,None,2,2,234,50,21.0,0.0,0.0553961165409,104.5932967,2.33252284534,0.0118086255579,0.481736554005,0.0256559285801,0.975472456775,0.721121783706
104,['HN' 'LN'],284,50.0,2,AFFINITYPROPAGATION,None,precomputed,None,None,2,2,267,17,22.265917603,0.0,0.0359651072937,186.916163647,2.08092293663,0.0126960319929,0.486348326125,0.0228500655731,0.983924983255,0.631737420992
105,['HN' 'LN'],284,10.0,3,AFFINITYPROPAGATION,None,precomputed,None,None,2,2,274,10,5.66423357664,2.0,0.0159136062446,212.001335982,2.01930863473,0.0126960319929,0.478743755978,0.0,1.0,0.555566615239
106,['HN' 'LN'],284,20.0,3,AFFINITYPROPAGATION,None,precomputed,None,None,2,2,131,153,24.3053435115,2.0,0.0546491840608,38.0346154813,1.84963816883,0.00831102648227,0.445614406586,0.0318908914905,0.948640483384,0.927935101777
107,['HN' 'LN'],284,30.0,3,AFFINITYPROPAGATION,None,precomputed,None,None,2,2,194,90,20.8711340206,2.0,0.0688041545786,63.698787828,2.36777595755,0.0118086255579,0.47660690566,0.0136573994629,0.979065238559,0.817025829891
108,['HN' 'LN'],284,40.0,3,AFFINITYPROPAGATION,None,precomputed,None,None,2,2,234,50,21.0,2.0,0.0553961165409,104.5932967,2.33252284534,0.0118086255579,0.481736554005,0.0256559285801,0.975472456775,0.721121783706
109,['HN' 'LN'],284,50.0,3,AFFINITYPROPAGATION,None,precomputed,None,None,2,2,267,17,22.265917603,2.0,0.0359651072937,186.916163647,2.08092293663,0.0126960319929,0.486348326125,0.0228500655731,0.983924983255,0.631737420992
