Sequence,Station Types,Station Quantity,Maximum Distance,Minimum Points,Name,Algorithm,Metric,Method,Seed,Generated Cluster Count,Valid Cluster Count,Clustered Station Count,Unclsutered Noise Count,Average Node Degree,Silhouette Coefficient,Calinski Harabaz score,Davies Bouldin score,Dunn Index,Modularity,Conductance Average,Coverage Score,Performance Score
0,['HN' 'LN'],284,10.0,2,DBSCAN,auto,haversine,None,None,9,9,113,171,13.5752212389,-0.115505142462,9.7263490944,2.94477393244,0.00726937971574,0.534751468009,0.0,0.988402061856,0.972403324541
1,['HN' 'LN'],284,20.0,2,DBSCAN,auto,haversine,None,None,14,14,131,153,24.3053435115,-0.0867786137734,7.91896622672,2.43407828591,0.00831102648227,0.486373253256,0.337139428456,0.948640483384,0.983526601304
2,['HN' 'LN'],284,30.0,2,DBSCAN,auto,haversine,None,None,21,21,194,90,20.8711340206,-0.0395374348676,10.1192204487,3.74767325505,0.0153715831539,0.531269880699,0.115442179735,0.981012658228,0.949036978052
3,['HN' 'LN'],284,40.0,2,DBSCAN,auto,haversine,None,None,13,13,234,50,21.0,-0.322012972525,27.7832100803,1.28291472742,0.0199946940067,0.506241785794,0.12419988969,0.981101728991,0.815184392575
4,['HN' 'LN'],284,50.0,2,DBSCAN,auto,haversine,None,None,10,10,267,17,22.265917603,-0.254165542071,12.379478421,1.56308827785,0.0306895239066,0.0283690488634,0.1101561485,0.991292699263,0.375727865426
5,['HN' 'LN'],284,10.0,3,DBSCAN,auto,haversine,None,None,9,9,113,171,13.5752212389,-0.115505142462,9.7263490944,2.94477393244,0.00726937971574,0.534751468009,0.0,0.988402061856,0.972403324541
6,['HN' 'LN'],284,20.0,3,DBSCAN,auto,haversine,None,None,8,8,106,178,29.2075471698,-0.0882753607663,10.3882126212,2.86815948639,0.00476792343473,0.469651974699,0.34310417684,0.917824773414,0.992460060718
7,['HN' 'LN'],284,30.0,3,DBSCAN,auto,haversine,None,None,9,9,137,147,28.3941605839,-0.0516195343093,12.2642187891,8.70407791253,0.0111964247722,0.500894898121,0.294595283426,0.931840311587,0.975115711939
8,['HN' 'LN'],284,40.0,3,DBSCAN,auto,haversine,None,None,6,6,176,108,27.0625,-0.0724036280416,24.4590627695,1.43738854117,0.0118082603092,0.494875321919,0.144947564839,0.944913550462,0.900711690639
9,['HN' 'LN'],284,50.0,3,DBSCAN,auto,haversine,None,None,3,3,221,63,26.3393665158,0.022921922832,11.4305441073,3.34576259523,0.00659571318946,0.031610453606,0.160945721335,0.965505693235,0.517269695914
10,['HN' 'LN'],284,10.0,4,DBSCAN,auto,haversine,None,None,5,5,99,185,15.2424242424,-0.00738834152714,15.3187890858,1.20087845937,0.00521284207024,0.520204226007,0.000308023646359,0.971649484536,0.97446872045
11,['HN' 'LN'],284,20.0,4,DBSCAN,auto,haversine,None,None,5,5,95,189,32.0526315789,-0.0263635617109,14.8273623252,1.19314507292,0.00476792343473,0.456166519108,0.152833760401,0.899697885196,0.992808440751
12,['HN' 'LN'],284,30.0,4,DBSCAN,auto,haversine,None,None,7,7,124,160,30.8064516129,-0.0499279735017,13.9045409422,4.8291716237,0.00741083368302,0.489450607692,0.176586180858,0.911879259981,0.982133081173
13,['HN' 'LN'],284,40.0,4,DBSCAN,auto,haversine,None,None,4,4,158,126,29.5949367089,-0.0263225828781,28.486682146,1.62485438721,0.0106806466944,0.486970929978,0.225033632848,0.92400482509,0.919250485244
14,['HN' 'LN'],284,50.0,4,DBSCAN,auto,haversine,None,None,2,2,185,99,30.627027027,0.112427066362,13.5034248558,3.86813511838,0.0175762963722,0.0493815411864,0.206312019785,0.935699933021,0.672224157667
15,['HN' 'LN'],284,10.0,5,DBSCAN,auto,haversine,None,None,5,5,99,185,15.2424242424,-0.00738834152714,15.3187890858,1.20087845937,0.00521284207024,0.520204226007,0.000308023646359,0.971649484536,0.97446872045
16,['HN' 'LN'],284,20.0,5,DBSCAN,auto,haversine,None,None,4,4,86,198,33.9186046512,-0.0572175690547,12.7397308874,1.40942889167,0.00389580050552,0.425480782395,0.215924518944,0.835649546828,0.99191260638
17,['HN' 'LN'],284,30.0,5,DBSCAN,auto,haversine,None,None,5,5,103,181,35.5533980583,0.00392642028661,16.1997458299,1.1976430546,0.00313940701513,0.46666643754,0.139938483765,0.869036027264,0.99089235057
18,['HN' 'LN'],284,40.0,5,DBSCAN,auto,haversine,None,None,5,5,126,158,35.2777777778,0.0306964308131,20.3985522458,1.22392585737,0.0106806466944,0.48394498194,0.270953682232,0.871733011661,0.973548001792
19,['HN' 'LN'],284,50.0,5,DBSCAN,auto,haversine,None,None,3,3,175,109,32.0971428571,0.0892573861891,15.1897537426,2.82559676236,0.0144047889795,0.0624612222522,0.360859572392,0.925318151373,0.733887423481
20,['HN' 'LN'],284,10.0,2,HDBSCAN,best,haversine,eom,None,9,9,124,160,12.3387096774,-0.0738234220958,11.8433130794,3.33329030936,0.00726937971574,0.532178300032,0.0,0.985824742268,0.970089085751
21,['HN' 'LN'],284,20.0,2,HDBSCAN,best,haversine,eom,None,14,14,131,153,24.3053435115,-0.0867786137734,7.91896622672,2.43407828591,0.00831102648227,0.486373253256,0.337139428456,0.948640483384,0.983526601304
22,['HN' 'LN'],284,30.0,2,HDBSCAN,best,haversine,eom,None,21,21,194,90,20.8711340206,-0.0395374348676,10.1192204487,3.74767325505,0.0153715831539,0.531269880699,0.115442179735,0.981012658228,0.949036978052
23,['HN' 'LN'],284,40.0,2,HDBSCAN,best,haversine,eom,None,13,13,234,50,21.0,-0.322012972525,27.7832100803,1.28291472742,0.0199946940067,0.506241785794,0.12419988969,0.981101728991,0.815184392575
24,['HN' 'LN'],284,50.0,2,HDBSCAN,best,haversine,eom,None,10,10,267,17,22.265917603,-0.254165542071,12.379478421,1.56308827785,0.0306895239066,0.0283690488634,0.1101561485,0.991292699263,0.375727865426
25,['HN' 'LN'],284,10.0,3,HDBSCAN,best,haversine,eom,None,22,22,202,82,7.65841584158,0.0334727476492,23.4328189788,1.34493475978,0.00536643352532,0.54149368291,0.0,0.996134020619,0.963146369382
26,['HN' 'LN'],284,20.0,3,HDBSCAN,best,haversine,eom,None,8,8,106,178,29.2075471698,-0.0882753607663,10.3882126212,2.86815948639,0.00476792343473,0.469651974699,0.34310417684,0.917824773414,0.992460060718
27,['HN' 'LN'],284,30.0,3,HDBSCAN,best,haversine,eom,None,9,9,137,147,28.3941605839,-0.0516195343093,12.2642187891,8.70407791253,0.0111964247722,0.500894898121,0.294595283426,0.931840311587,0.975115711939
28,['HN' 'LN'],284,40.0,3,HDBSCAN,best,haversine,eom,None,6,6,176,108,27.0625,-0.0724036280416,24.4590627695,1.43738854117,0.0118082603092,0.494875321919,0.144947564839,0.944913550462,0.900711690639
29,['HN' 'LN'],284,50.0,3,HDBSCAN,best,haversine,eom,None,3,3,221,63,26.3393665158,0.022921922832,11.4305441073,3.34576259523,0.00659571318946,0.031610453606,0.160945721335,0.965505693235,0.517269695914
30,['HN' 'LN'],284,10.0,4,HDBSCAN,best,haversine,eom,None,15,15,178,106,8.69662921348,0.000635660517202,14.2139465698,2.26433325141,0.0083764852771,0.540512242268,0.0,0.996134020619,0.958393470363
31,['HN' 'LN'],284,20.0,4,HDBSCAN,best,haversine,eom,None,5,5,95,189,32.0526315789,-0.0263635617109,14.8273623252,1.19314507292,0.00476792343473,0.456166519108,0.152833760401,0.899697885196,0.992808440751
32,['HN' 'LN'],284,30.0,4,HDBSCAN,best,haversine,eom,None,7,7,124,160,30.8064516129,-0.0499279735017,13.9045409422,4.8291716237,0.00741083368302,0.489450607692,0.176586180858,0.911879259981,0.982133081173
33,['HN' 'LN'],284,40.0,4,HDBSCAN,best,haversine,eom,None,4,4,158,126,29.5949367089,-0.0263225828781,28.486682146,1.62485438721,0.0106806466944,0.486970929978,0.225033632848,0.92400482509,0.919250485244
34,['HN' 'LN'],284,50.0,4,HDBSCAN,best,haversine,eom,None,2,2,185,99,30.627027027,0.112427066362,13.5034248558,3.86813511838,0.0175762963722,0.0493815411864,0.206312019785,0.935699933021,0.672224157667
35,['HN' 'LN'],284,10.0,5,HDBSCAN,best,haversine,eom,None,12,11,165,119,9.3696969697,-0.0330298561629,13.6161683798,4.65179072879,0.00536643352532,0.538754450526,0.0909090909091,0.994845360825,0.957870900314
36,['HN' 'LN'],284,20.0,5,HDBSCAN,best,haversine,eom,None,4,4,86,198,33.9186046512,-0.0572175690547,12.7397308874,1.40942889167,0.00389580050552,0.425480782395,0.215924518944,0.835649546828,0.99191260638
37,['HN' 'LN'],284,30.0,5,HDBSCAN,best,haversine,eom,None,5,5,103,181,35.5533980583,0.00392642028661,16.1997458299,1.1976430546,0.00313940701513,0.46666643754,0.139938483765,0.869036027264,0.99089235057
38,['HN' 'LN'],284,40.0,5,HDBSCAN,best,haversine,eom,None,5,5,126,158,35.2777777778,0.0306964308131,20.3985522458,1.22392585737,0.0106806466944,0.48394498194,0.270953682232,0.871733011661,0.973548001792
39,['HN' 'LN'],284,50.0,5,HDBSCAN,best,haversine,eom,None,3,3,175,109,32.0971428571,0.0892573861891,15.1897537426,2.82559676236,0.0144047889795,0.0624612222522,0.360859572392,0.925318151373,0.733887423481
40,['HN' 'LN'],284,10.0,2,HDBSCAN,best,haversine,leaf,None,8,8,119,165,12.8571428571,-0.0531062309271,12.4697593959,3.05953045079,0.00726937971574,0.532178300032,0.0,0.985824742268,0.970337928632
41,['HN' 'LN'],284,20.0,2,HDBSCAN,best,haversine,leaf,None,14,14,131,153,24.3053435115,-0.0867786137734,7.91896622672,2.43407828591,0.00831102648227,0.486373253256,0.337139428456,0.948640483384,0.983526601304
42,['HN' 'LN'],284,30.0,2,HDBSCAN,best,haversine,leaf,None,21,21,194,90,20.8711340206,-0.0395374348676,10.1192204487,3.74767325505,0.0153715831539,0.531269880699,0.115442179735,0.981012658228,0.949036978052
43,['HN' 'LN'],284,40.0,2,HDBSCAN,best,haversine,leaf,None,13,13,234,50,21.0,-0.322012972525,27.7832100803,1.28291472742,0.0199946940067,0.506241785794,0.12419988969,0.981101728991,0.815184392575
44,['HN' 'LN'],284,50.0,2,HDBSCAN,best,haversine,leaf,None,10,10,267,17,22.265917603,-0.254165542071,12.379478421,1.56308827785,0.0306895239066,0.0283690488634,0.1101561485,0.991292699263,0.375727865426
45,['HN' 'LN'],284,10.0,3,HDBSCAN,best,haversine,leaf,None,23,23,197,87,7.85279187817,0.0304520145348,22.2596930232,1.32195198472,0.00536643352532,0.541497004198,0.0,0.996134020619,0.964788732394
46,['HN' 'LN'],284,20.0,3,HDBSCAN,best,haversine,leaf,None,8,8,106,178,29.2075471698,-0.0882753607663,10.3882126212,2.86815948639,0.00476792343473,0.469651974699,0.34310417684,0.917824773414,0.992460060718
47,['HN' 'LN'],284,30.0,3,HDBSCAN,best,haversine,leaf,None,9,9,137,147,28.3941605839,-0.0516195343093,12.2642187891,8.70407791253,0.0111964247722,0.500894898121,0.294595283426,0.931840311587,0.975115711939
48,['HN' 'LN'],284,40.0,3,HDBSCAN,best,haversine,leaf,None,6,6,176,108,27.0625,-0.0724036280416,24.4590627695,1.43738854117,0.0118082603092,0.494875321919,0.144947564839,0.944913550462,0.900711690639
49,['HN' 'LN'],284,50.0,3,HDBSCAN,best,haversine,leaf,None,3,3,221,63,26.3393665158,0.022921922832,11.4305441073,3.34576259523,0.00659571318946,0.031610453606,0.160945721335,0.965505693235,0.517269695914
50,['HN' 'LN'],284,10.0,4,HDBSCAN,best,haversine,leaf,None,15,15,178,106,8.69662921348,0.000635660517202,14.2139465698,2.26433325141,0.0083764852771,0.540512242268,0.0,0.996134020619,0.958393470363
51,['HN' 'LN'],284,20.0,4,HDBSCAN,best,haversine,leaf,None,5,5,95,189,32.0526315789,-0.0263635617109,14.8273623252,1.19314507292,0.00476792343473,0.456166519108,0.152833760401,0.899697885196,0.992808440751
52,['HN' 'LN'],284,30.0,4,HDBSCAN,best,haversine,leaf,None,7,7,124,160,30.8064516129,-0.0499279735017,13.9045409422,4.8291716237,0.00741083368302,0.489450607692,0.176586180858,0.911879259981,0.982133081173
53,['HN' 'LN'],284,40.0,4,HDBSCAN,best,haversine,leaf,None,4,4,158,126,29.5949367089,-0.0263225828781,28.486682146,1.62485438721,0.0106806466944,0.486970929978,0.225033632848,0.92400482509,0.919250485244
54,['HN' 'LN'],284,50.0,4,HDBSCAN,best,haversine,leaf,None,2,2,185,99,30.627027027,0.112427066362,13.5034248558,3.86813511838,0.0175762963722,0.0493815411864,0.206312019785,0.935699933021,0.672224157667
55,['HN' 'LN'],284,10.0,5,HDBSCAN,best,haversine,leaf,None,12,11,165,119,9.3696969697,-0.0330298561629,13.6161683798,4.65179072879,0.00536643352532,0.538754450526,0.0909090909091,0.994845360825,0.957870900314
56,['HN' 'LN'],284,20.0,5,HDBSCAN,best,haversine,leaf,None,4,4,86,198,33.9186046512,-0.0572175690547,12.7397308874,1.40942889167,0.00389580050552,0.425480782395,0.215924518944,0.835649546828,0.99191260638
57,['HN' 'LN'],284,30.0,5,HDBSCAN,best,haversine,leaf,None,5,5,103,181,35.5533980583,0.00392642028661,16.1997458299,1.1976430546,0.00313940701513,0.46666643754,0.139938483765,0.869036027264,0.99089235057
58,['HN' 'LN'],284,40.0,5,HDBSCAN,best,haversine,leaf,None,5,5,126,158,35.2777777778,0.0306964308131,20.3985522458,1.22392585737,0.0106806466944,0.48394498194,0.270953682232,0.871733011661,0.973548001792
59,['HN' 'LN'],284,50.0,5,HDBSCAN,best,haversine,leaf,None,3,3,175,109,32.0971428571,0.0892573861891,15.1897537426,2.82559676236,0.0144047889795,0.0624612222522,0.360859572392,0.925318151373,0.733887423481
60,['HN' 'LN'],284,10.0,2,OPTICS,auto,haversine,xi,None,3,3,16,268,16.3125,-0.387442799337,6.00507416315,1.3808759875,0.00123554407635,0.0213575433096,0.602298350245,0.0438144329897,0.981510973971
61,['HN' 'LN'],284,20.0,2,OPTICS,auto,haversine,xi,None,38,38,101,183,22.7722772277,-0.292057134804,2.10617113926,1.73440099146,0.000393752782259,0.030777922801,0.822767037627,0.0610271903323,0.961329816354
62,['HN' 'LN'],284,30.0,2,OPTICS,auto,haversine,xi,None,55,55,147,137,19.2857142857,-0.16153707329,2.45912583196,2.58490612822,0.000406666942625,0.0445316996119,0.696776947318,0.0691333982473,0.952222166924
63,['HN' 'LN'],284,40.0,2,OPTICS,auto,haversine,xi,None,65,65,176,108,19.4488636364,-0.0883428732529,3.6930391754,2.3704950768,0.000406666942625,0.0508108994273,0.757045853056,0.0711700844391,0.942243567412
64,['HN' 'LN'],284,50.0,2,OPTICS,auto,haversine,xi,None,72,72,202,82,20.3366336634,-0.0489718425838,6.99426143955,2.14928262691,0.000430020926583,0.0544032455096,0.772766555472,0.0720026791695,0.930647489175
65,['HN' 'LN'],284,10.0,3,OPTICS,auto,haversine,xi,None,16,16,70,214,12.6857142857,-0.36335868041,3.9545021933,1.87248587358,0.000244734071176,0.136131297162,0.562914787193,0.176546391753,0.984049171353
66,['HN' 'LN'],284,20.0,3,OPTICS,auto,haversine,xi,None,16,16,84,200,27.4880952381,-0.299496286499,4.40164258788,2.15590909047,0.000244734071176,0.102322906874,0.758523699,0.164350453172,0.965585029612
67,['HN' 'LN'],284,30.0,3,OPTICS,auto,haversine,xi,None,17,17,91,193,29.043956044,-0.291504153261,4.49144097969,2.25594418627,0.000244734071176,0.0906828910554,0.718476237093,0.142161635833,0.956153884437
68,['HN' 'LN'],284,40.0,3,OPTICS,auto,haversine,xi,None,22,22,115,169,26.0869565217,-0.243540712913,5.24511981598,1.99112384382,0.000244734071176,0.0939872459427,0.669297905547,0.137112987535,0.946548549246
69,['HN' 'LN'],284,50.0,3,OPTICS,auto,haversine,xi,None,27,27,141,143,24.5673758865,-0.17840634557,6.47615646806,1.78139858439,0.000244734071176,0.0952027636001,0.67931026147,0.13194909578,0.935126661026
70,['HN' 'LN'],284,10.0,4,OPTICS,auto,haversine,xi,None,8,8,51,233,13.8235294118,-0.338274302093,6.95838839629,1.3536073112,0.000566287424054,0.160345978584,0.508846496663,0.216494845361,0.984795699995
71,['HN' 'LN'],284,20.0,4,OPTICS,auto,haversine,xi,None,8,8,51,233,26.2941176471,-0.338274302093,6.95838839629,1.3536073112,0.000566287424054,0.0635936145161,0.668124768693,0.10332326284,0.963071716518
72,['HN' 'LN'],284,30.0,4,OPTICS,auto,haversine,xi,None,11,11,65,219,24.2307692308,-0.376387124898,5.99180644476,2.23473342739,0.000566287424054,0.0641085292999,0.606695274515,0.0973709834469,0.953864529936
73,['HN' 'LN'],284,40.0,4,OPTICS,auto,haversine,xi,None,13,13,77,207,23.8051948052,-0.35179548259,5.86334347701,2.31584217023,0.000566287424054,0.0629708743609,0.688770525474,0.0912746280659,0.943736624695
74,['HN' 'LN'],284,50.0,4,OPTICS,auto,haversine,xi,None,14,14,87,197,25.3793103448,-0.334702144383,7.23983551537,2.0929793768,0.000566287424054,0.061790364411,0.678696213245,0.0874079035499,0.931991240731
75,['HN' 'LN'],284,10.0,5,OPTICS,auto,haversine,xi,None,7,7,65,219,17.1230769231,-0.271571010343,8.60655008917,1.28477834989,0.000244734071176,0.316326954246,0.366664758347,0.476804123711,0.98922510327
76,['HN' 'LN'],284,20.0,5,OPTICS,auto,haversine,xi,None,6,6,60,224,32.75,-0.281834162566,6.79275065022,1.47048930149,0.000244734071176,0.11001469501,0.685840230069,0.233836858006,0.968446722739
77,['HN' 'LN'],284,30.0,5,OPTICS,auto,haversine,xi,None,7,7,67,217,33.1044776119,-0.269041782832,9.00439817217,1.28122621062,0.000244734071176,0.104651052545,0.590328480455,0.201557935735,0.959189767581
78,['HN' 'LN'],284,40.0,5,OPTICS,auto,haversine,xi,None,9,9,78,206,31.9615384615,-0.233426190526,8.19532158046,1.2634887828,0.000244734071176,0.100588359025,0.694541810884,0.176919983916,0.94906186234
79,['HN' 'LN'],284,50.0,5,OPTICS,auto,haversine,xi,None,12,12,97,187,29.7010309278,-0.27200138637,7.60396058435,2.40544989813,0.000244734071176,0.101023014748,0.663370686265,0.159745478902,0.937565321256
80,['HN' 'LN'],284,10.0,2,OPTICS,auto,haversine,dbscan,None,5,5,101,183,14.9702970297,-0.00192125260482,15.5803885896,1.19349303966,0.00726937971574,0.520610253481,0.0,0.974226804124,0.97215448166
81,['HN' 'LN'],284,20.0,2,OPTICS,auto,haversine,dbscan,None,14,14,131,153,24.3053435115,-0.0867786137734,7.91896622672,2.43407828591,0.00831102648227,0.486373253256,0.337139428456,0.948640483384,0.983526601304
82,['HN' 'LN'],284,30.0,2,OPTICS,auto,haversine,dbscan,None,21,21,194,90,20.8711340206,-0.0395374348676,10.1192204487,3.74767325505,0.0153715831539,0.531269880699,0.115442179735,0.981012658228,0.949036978052
83,['HN' 'LN'],284,40.0,2,OPTICS,auto,haversine,dbscan,None,13,13,234,50,21.0,-0.322012972525,27.7832100803,1.28291472742,0.0199946940067,0.506241785794,0.12419988969,0.981101728991,0.815184392575
84,['HN' 'LN'],284,50.0,2,OPTICS,auto,haversine,dbscan,None,10,10,267,17,22.265917603,-0.254165542071,12.379478421,1.56308827785,0.0306895239066,0.0283690488634,0.1101561485,0.991292699263,0.375727865426
85,['HN' 'LN'],284,10.0,3,OPTICS,auto,haversine,dbscan,None,8,8,110,174,13.9090909091,-0.0754988251087,10.6985546611,2.86931410406,0.00726937971574,0.532178300032,0.0,0.985824742268,0.972378440253
86,['HN' 'LN'],284,20.0,3,OPTICS,auto,haversine,dbscan,None,8,8,106,178,29.2075471698,-0.0882753607663,10.3882126212,2.86815948639,0.00476792343473,0.469651974699,0.34310417684,0.917824773414,0.992460060718
87,['HN' 'LN'],284,30.0,3,OPTICS,auto,haversine,dbscan,None,9,9,137,147,28.3941605839,-0.0516195343093,12.2642187891,8.70407791253,0.0111964247722,0.500894898121,0.294595283426,0.931840311587,0.975115711939
88,['HN' 'LN'],284,40.0,3,OPTICS,auto,haversine,dbscan,None,6,6,176,108,27.0625,-0.0724036280416,24.4590627695,1.43738854117,0.0118082603092,0.494875321919,0.144947564839,0.944913550462,0.900711690639
89,['HN' 'LN'],284,50.0,3,OPTICS,auto,haversine,dbscan,None,3,3,221,63,26.3393665158,0.022921922832,11.4305441073,3.34576259523,0.00659571318946,0.031610453606,0.160945721335,0.965505693235,0.517269695914
90,['HN' 'LN'],284,10.0,4,OPTICS,auto,haversine,dbscan,None,5,5,99,185,15.2424242424,-0.00738834152714,15.3187890858,1.20087845937,0.00521284207024,0.520204226007,0.000308023646359,0.971649484536,0.97446872045
91,['HN' 'LN'],284,20.0,4,OPTICS,auto,haversine,dbscan,None,5,5,95,189,32.0526315789,-0.0263635617109,14.8273623252,1.19314507292,0.00476792343473,0.456166519108,0.152833760401,0.899697885196,0.992808440751
92,['HN' 'LN'],284,30.0,4,OPTICS,auto,haversine,dbscan,None,7,7,124,160,30.8064516129,-0.0499279735017,13.9045409422,4.8291716237,0.00741083368302,0.489450607692,0.176586180858,0.911879259981,0.982133081173
93,['HN' 'LN'],284,40.0,4,OPTICS,auto,haversine,dbscan,None,4,4,158,126,29.5949367089,-0.0263225828781,28.486682146,1.62485438721,0.0106806466944,0.486970929978,0.225033632848,0.92400482509,0.919250485244
94,['HN' 'LN'],284,50.0,4,OPTICS,auto,haversine,dbscan,None,2,2,185,99,30.627027027,0.112427066362,13.5034248558,3.86813511838,0.0175762963722,0.0493815411864,0.206312019785,0.935699933021,0.672224157667
95,['HN' 'LN'],284,10.0,5,OPTICS,auto,haversine,dbscan,None,5,5,99,185,15.2424242424,-0.00738834152714,15.3187890858,1.20087845937,0.00521284207024,0.520204226007,0.000308023646359,0.971649484536,0.97446872045
96,['HN' 'LN'],284,20.0,5,OPTICS,auto,haversine,dbscan,None,4,4,86,198,33.9186046512,-0.0572175690547,12.7397308874,1.40942889167,0.00389580050552,0.425480782395,0.215924518944,0.835649546828,0.99191260638
97,['HN' 'LN'],284,30.0,5,OPTICS,auto,haversine,dbscan,None,5,5,103,181,35.5533980583,0.00392642028661,16.1997458299,1.1976430546,0.00313940701513,0.46666643754,0.139938483765,0.869036027264,0.99089235057
98,['HN' 'LN'],284,40.0,5,OPTICS,auto,haversine,dbscan,None,5,5,126,158,35.2777777778,0.0306964308131,20.3985522458,1.22392585737,0.0106806466944,0.48394498194,0.270953682232,0.871733011661,0.973548001792
99,['HN' 'LN'],284,50.0,5,OPTICS,auto,haversine,dbscan,None,3,3,175,109,32.0971428571,0.0892573861891,15.1897537426,2.82559676236,0.0144047889795,0.0624612222522,0.360859572392,0.925318151373,0.733887423481
100,['HN' 'LN'],284,10.0,2,AFFINITYPROPAGATION,None,precomputed,None,None,2,2,190,94,8.14736842105,0.107457498579,65.2292633977,2.09420187653,0.0114336295398,0.479266858859,0.0,0.997422680412,0.79677001941
101,['HN' 'LN'],284,20.0,2,AFFINITYPROPAGATION,None,precomputed,None,None,2,2,131,153,24.3053435115,0.0546491840608,38.0346154813,1.84963816883,0.00831102648227,0.445614406586,0.0318908914905,0.948640483384,0.927935101777
102,['HN' 'LN'],284,30.0,2,AFFINITYPROPAGATION,None,precomputed,None,None,2,2,192,92,21.078125,0.069147822544,64.5353485277,2.30996031547,0.0118086255579,0.477086531232,0.0128306160908,0.979065238559,0.821803613199
103,['HN' 'LN'],284,40.0,2,AFFINITYPROPAGATION,None,precomputed,None,None,2,2,232,52,21.1336206897,0.0564812415736,105.921889911,2.26457474106,0.0118086255579,0.482286579397,0.0248241290065,0.973864093285,0.726695864231
104,['HN' 'LN'],284,50.0,2,AFFINITYPROPAGATION,None,precomputed,None,None,2,2,267,17,22.265917603,0.0359651072937,186.916163647,2.08092293663,0.0126960319929,0.486348326125,0.0228500655731,0.983924983255,0.631737420992
105,['HN' 'LN'],284,10.0,3,AFFINITYPROPAGATION,None,precomputed,None,None,2,2,274,10,5.66423357664,0.0159136062446,212.001335982,2.01930863473,0.0126960319929,0.478743755978,0.0,1.0,0.555566615239
106,['HN' 'LN'],284,20.0,3,AFFINITYPROPAGATION,None,precomputed,None,None,2,2,106,178,29.2075471698,0.0435026099161,29.5004038613,1.81788189401,0.00476792343473,0.438923156963,0.0420798711999,0.917824773414,0.963345443687
107,['HN' 'LN'],284,30.0,3,AFFINITYPROPAGATION,None,precomputed,None,None,2,2,134,150,28.9402985075,0.0690411382282,40.5810719674,1.90035597738,0.0111964247722,0.466346331617,0.0303647559851,0.930379746835,0.933733140895
108,['HN' 'LN'],284,40.0,3,AFFINITYPROPAGATION,None,precomputed,None,None,2,2,176,108,27.0625,0.0770206587814,53.9835639571,2.20118034628,0.0114336295398,0.477937223704,0.0336621449998,0.942098914355,0.864181555766
109,['HN' 'LN'],284,50.0,3,AFFINITYPROPAGATION,None,precomputed,None,None,2,2,218,66,26.619266055,0.0854506545248,76.3928433729,2.3487337214,0.0114336295398,0.482819523034,0.0298292261067,0.957133288681,0.774772308764
110,['HN' 'LN'],284,10.0,4,AFFINITYPROPAGATION,None,precomputed,None,None,2,2,258,26,6.01550387597,0.0466202038994,149.387399605,2.74448404214,0.0126960319929,0.478743755978,0.0,1.0,0.608022694471
111,['HN' 'LN'],284,20.0,4,AFFINITYPROPAGATION,None,precomputed,None,None,2,2,95,189,32.0526315789,0.0497434351835,26.8650480465,1.72952574091,0.00476792343473,0.433734631849,0.0515390081754,0.899697885196,0.975712934853
112,['HN' 'LN'],284,30.0,4,AFFINITYPROPAGATION,None,precomputed,None,None,2,2,124,160,30.8064516129,0.0723011042906,35.520698525,1.83356933978,0.00741083368302,0.458938623097,0.0421696309017,0.911879259981,0.946772507839
113,['HN' 'LN'],284,40.0,4,AFFINITYPROPAGATION,None,precomputed,None,None,2,2,158,126,29.5949367089,0.0890047613491,46.8193749215,2.16395762951,0.0106806466944,0.47665237603,0.035829835961,0.92400482509,0.899119096203
114,['HN' 'LN'],284,50.0,4,AFFINITYPROPAGATION,None,precomputed,None,None,2,2,181,103,31.1215469613,0.0826601013682,59.9898198918,2.18359070257,0.0114336295398,0.481355557908,0.0323020464687,0.928667113195,0.861991738416
115,['HN' 'LN'],284,10.0,5,AFFINITYPROPAGATION,None,precomputed,None,None,2,2,226,58,6.85840707965,0.102068596316,89.6439158454,2.45414660919,0.0114336295398,0.479006968062,0.0,0.998711340206,0.704225352113
116,['HN' 'LN'],284,20.0,5,AFFINITYPROPAGATION,None,precomputed,None,None,2,2,86,198,33.9186046512,0.0296427292246,20.3490830917,1.86641147195,0.00389580050552,0.41084564763,0.10099960947,0.835649546828,0.981809585428
